category,question,answer,source_file
cat2_diagnosis,My corn leaves have rust-colored streaks. What should I do?,"Dear, rust-colored streaks suggest rust disease or iron deficiency. Can you send a photo to confirm?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,I sprayed at dusk but it rained heavily that night. Do I need to reapply?,"Hello! Yes, dear — if it rained within 4 hours of application, please reapply. The product washed off.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The stem of my plant is rotting at the base. What caused this?,"Dear, stem rot at the base is usually root rot. Have you been overwatering? What's the drainage like?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Bugs are eating my cabbage leaves. Which product should I use?,"Hello, I'm here! What type of bugs, dear? Caterpillars, beetles, or something else? This helps me recommend the right product.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The recommended dose isn't working on my spider mites.,"Dear, spider mites can be very stubborn. Try increasing the concentration slightly and ensure you spray the undersides.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Can I diagnose the problem from a photo?,"Hello! Dear, I can try to help — please describe the symptoms in detail or share the photo directly.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,My strawberries have brown spots on the fruit. Is this disease or damage?,"Dear, brown spots on fruit could be botrytis (gray mold) or mechanical damage. Are the spots fuzzy or dry?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,I used herbicide on the wrong field. What should I do?,"Hello, I'm here! Dear, irrigate the area immediately with plenty of water to dilute. Contact us for further advice.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The garlic bulbs are very small this year. Is it a soil problem?,"Dear, small bulbs can be due to nutrient deficiency, pest damage, or inadequate irrigation. What fertilizer did you use?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The pesticide smell is gone but insects are still present.,"Hello! Dear, the smell fading is normal — the active ingredient is still working. Wait 3–5 more days to evaluate.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,My tomato plants have blossom drop. Is this related to the spray?,"Dear, blossom drop is usually due to temperature stress or inconsistent watering, not the spray. When did it start?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Why do some plants in the same field look fine and others don't?,"Hello, I'm here! Dear, this suggests uneven application or localized soil/drainage issues. Check those specific spots.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The leaves have tiny holes in them. Is this an insect?,"Dear, tiny holes suggest flea beetles or thrips. Did you check the undersides of the leaves?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,I applied the product 3 days ago and the weeds are just wilting slightly.,"Hello! Dear, 3 days is still early. Some weeds take 7–14 days to fully die. Please wait and monitor.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,My cucumbers are turning yellow and mushy. Emergency!,"Dear, mushy cucumbers suggest bacterial rot or root disease. Are the roots also brown? Have you been overwatering?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Is this product effective against white flies?,"Hello, I'm here! Dear, yes — apply in the early morning when whiteflies are less active for best results.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,What's the difference between this and a fungicide?,"Dear, this microbial product works preventively and suppresses pathogens. Chemical fungicides act faster but have higher resistance risk.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The product works on my neighbor's farm but not mine. Why?,"Hello! Dear, soil conditions, water quality, or application timing can all affect results. What's your soil type?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,I see brown roots when I pull up the plant. Is it fixable?,"Dear, brown roots indicate root rot. Switch to soil drench application immediately. Remove affected plants if severe.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Can I use this to prevent disease before it appears?,"Hello, I'm here! Yes, dear — preventive use is actually the best approach. Apply before disease season begins.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The insects keep coming back every few days.,"Dear, that suggests reinfestation from surrounding areas. You may need a perimeter spray too. Alright!",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,My wheat is lodging (falling over). What should I do?,"Hello! Dear, lodging is usually caused by weak stems from over-fertilization or wind. This product won't fix lodging directly.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,There are snails eating my seedlings at night.,"Dear, snails are best controlled with bait pellets at dusk, not spray products. Place them around the seedlings.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The instructions say 'moderate disease' — how do I know if mine is moderate?,"Hello, I'm here! Dear, moderate means visible symptoms on 30–50% of leaves. Severe means more than 50%. Does that match yours?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,After spraying my soil turned an orange color. Is that normal?,"Dear, some iron-containing products can tint soil temporarily. Is the soil color fading or persisting? Alright!",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,My peppers have sunken dark lesions on the fruit.,"Hello! Dear, that sounds like anthracnose. Increase application frequency to every 5 days and ensure full coverage.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Can overuse of this product harm the beneficial bacteria in soil?,"Dear, at recommended doses it does not harm soil health. Overuse may disrupt the microbial balance though.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The product container says expired last month — is it still usable?,"Hello, I'm here! Dear, I'd recommend against using expired product — effectiveness may be significantly reduced.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,My rice seedlings are pale and thin. What's wrong?,"Dear, pale thin seedlings suggest nitrogen deficiency or damping-off disease. What's your seedling medium?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Should I pull out heavily diseased plants?,"Hello! Dear, yes — remove and destroy heavily infected plants to prevent spread to healthy ones. Alright!",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Why do the instructions differ from what you told me last time?,"Dear, formulations can be updated. Please follow the most recent label instructions. I apologize for any confusion!",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,I sprayed in the morning and by afternoon the leaves are curling.,"Hello, I'm here! Dear, leaf curl after spraying can be phytotoxicity if concentration was too high. How much did you use?",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,There's a sticky residue on my leaves — is it from the product or insects?,"Dear, sticky residue is usually honeydew from aphids or scale insects — not from our product. Check for insects.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,How do I know when my plants are fully recovered?,"Hello! Dear, look for new healthy growth and absence of lesions on new leaves — that's a good sign of recovery~",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,My greenhouse cucumbers have no disease but yield is very low.,"Dear, low yield without disease may be pollination issues or nutrient deficiency, not related to this product.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The disease spots are getting bigger despite treatment.,"Hello, I'm here! Dear, please increase frequency to every 5 days and ensure you're covering all leaf surfaces. Report back!",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,I bought a new batch and it smells different from before.,"Dear, slight batch variation in smell is normal for microbial products. Effectiveness should be the same. Alright!",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,Can this product treat both the disease and improve growth?,"Hello! Dear, yes — beneficial microbes both suppress pathogens and promote root growth. Double benefit~",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,My eggplants have wilted overnight completely. What happened?,"Dear, overnight wilt is serious — likely bacterial wilt or severe root rot. Check if the stem cross-section is brown inside.",cat2_diagnosis_real_english.jsonl
cat2_diagnosis,The disease appeared right after I switched suppliers. Coincidence?,"Hello, I'm here! Dear, it may be coincidence, but different product formulations can vary. Compare active ingredients on the label.",cat2_diagnosis_real_english.jsonl
cat3_aftersales_logistics,My package hasn't arrived after 10 days.,"Hello, I'm here! Dear, let me check the tracking for you. Please provide your order number.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I change the delivery address after ordering?,"Dear, if the order hasn't shipped yet, we can update it. Please contact us immediately with your order number.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The bottle was leaking when it arrived.,"Hello! Dear, so sorry about that. Please send us a photo and we'll arrange a replacement right away.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I ordered 5 bottles but only received 4.,"Dear, please check if there are multiple parcels. If confirmed short, contact us with your order number for resolution.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,What courier do you use for delivery?,"Hello, I'm here! We use China Post as default, dear. Specific courier selection is not supported.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can you send it via SF Express instead?,"Dear, I'm sorry — we only ship via China Post currently. We appreciate your patience~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The product arrived but the label is torn. Is it still usable?,"Hello! Dear, a torn label doesn't affect the product inside. We can send you the product information digitally.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I want to return the product — it didn't work for me.,"Dear, within 7 days of receipt, returns are accepted if the item is in resalable condition. Please contact us.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I get a partial refund for the bottle that was damaged?,"Hello, I'm here! Dear, yes — send us photos of the damage and we'll process a partial refund. Alright!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,How do I track my package?,"Dear, we'll send a tracking number via message once your order ships. Please check your order details.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Does the product come with usage instructions?,"Hello! Dear, yes — instructions are included in the package. If missing, I can send the guide digitally.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I cancel my order?,"Dear, if it hasn't shipped yet, cancellation is possible. Please send your order number immediately.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The seal on the bottle was already broken.,"Hello, I'm here! Dear, we're sorry — that should not happen. Please send a photo and we'll replace it right away.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,How heavy is one bottle of this product?,"Dear, one 500ml bottle weighs approximately 600g including packaging. Alright!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Do you offer bulk discounts for large orders?,"Hello! Dear, for bulk orders please contact our sales team directly — discounts may be available~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I received the wrong product.,"Dear, very sorry about that! Please send your order number and a photo of what you received. We'll ship the correct item.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Is the packaging child-safe?,"Hello, I'm here! Dear, the bottles have screw caps. Please store all products out of reach of children.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Do you ship to Tibet or Xinjiang?,"Dear, shipping to remote areas may take longer and additional freight may apply. Please confirm at checkout.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I order just one bottle as a trial?,"Hello! Yes, dear — single bottle orders are available. Give it a try~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,How do you pack liquids to prevent leaks during shipping?,"Dear, we seal all bottles and pack them in bubble wrap with absorbent material. Leaks are rare but do happen occasionally.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I've been waiting 15 days — where is my order?,"Hello, I'm here! Dear, that's longer than normal. Please share your order number and I'll investigate immediately.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Does the expiry date on the box match what's in the bottle?,"Dear, yes — the expiry date printed on the box matches the bottle inside. All products ship fresh.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I received an expired product.,"Hello! Dear, that should not happen. Please send a photo of the expiry date and your order number — we'll replace it.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I pick up my order instead of delivery?,"Dear, we are an online store only — pickup is not available. Delivery only. Alright!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Do you issue invoices for business purchases?,"Hello, I'm here! Dear, yes — please request an invoice at the time of order and specify the details needed.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,My refund hasn't arrived after 7 days.,"Dear, refunds typically take 3–7 business days to process. If it's been longer, please share your refund confirmation number.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I exchange for a different product?,"Hello! Dear, within the return window we can exchange. Please contact us with your preference~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The delivery person left my package in the rain.,"Dear, I'm sorry to hear that. Please check if the product was affected and send photos — we'll help resolve this.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Is there free shipping?,"Hello, I'm here! Dear, free shipping is available for orders above a certain amount. Please check the current promotion.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can you rush ship my order? I need it urgently.,"Dear, we only ship via China Post and cannot guarantee express delivery. Orders are dispatched within 1–2 business days.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I see my order is 'processing' for 3 days already.,"Hello! Dear, processing usually takes 1 business day. Let me check if there's a delay — please share your order number.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,My neighbor signed for my package by mistake.,"Dear, please retrieve it from your neighbor. If it cannot be recovered, contact us with your order details.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Do you sell online only or in stores too?,"Hello, I'm here! Online only, dear. We ship nationwide~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I want to reorder what I bought last time.,"Dear, you can find your previous order in your account history and reorder directly. Alright!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The product quantity on the listing is wrong.,"Hello! Dear, please check the product title and description carefully. Contact us if there's a discrepancy with what you received.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I add more items to an existing order?,"Dear, once an order is placed it cannot be modified. Please place a new order for additional items.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,What is your customer service hours?,"Hello, I'm here! Dear, we're available from 8am to 10pm daily. We're always here for you~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The box says 500g but the bottle feels lighter.,"Dear, the 500g refers to the product volume, not the net weight. The bottle itself weighs less — that's correct.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Do you have a loyalty program?,"Hello! Dear, we offer seasonal promotions and discounts for repeat customers. Follow our shop for updates~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I accidentally ordered the wrong quantity.,"Dear, if the order hasn't shipped, we can adjust it. Please contact us right away with your order number.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I see the product before buying?,"Hello, I'm here! Dear, we have product photos and videos on the listing. Unfortunately, in-person viewing isn't possible.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Does this product come in smaller sizes?,"Dear, the smallest available size is 100g. The full bottle is 500g. Alright!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,My order shows delivered but I haven't received anything.,"Hello! Dear, please check with neighbors and the courier. If still missing, contact us with your tracking number.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Do you offer installation or guidance service?,"Dear, we provide full usage guidance via chat and documentation. Hands-on service visits are not available.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I get a sample before committing to a full order?,"Hello, I'm here! Dear, we occasionally offer sample packs — check our shop page or ask us directly~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The product was confiscated by customs.,"Dear, that is rare but can happen. Please contact us with the customs notice and we'll work on a solution.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,How do I leave a review for my purchase?,"Hello! Dear, you can leave a review on the product page in your order history. We appreciate your feedback~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The product I ordered is now showing 'out of stock'.,"Dear, your order was placed when stock was available so it will still be fulfilled. No worries~",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Is the product the same as shown in the photo?,"Hello, I'm here! Dear, yes — we strive to ensure the product matches the listing photos exactly. Alright!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can you hold my order and ship next week?,"Dear, we typically ship within 1–2 days of order. Holding for a specific date can be requested — please let us know.",cat3_aftersales_logistics_real_english.jsonl
cat4_safety_sensitive,Is this pesticide safe to use around children?,"Hello, I'm here! Dear, keep children away from the field for at least 24 hours after application. Safety first!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What should I do if I accidentally swallow some?,"Dear, if ingested, drink plenty of water and seek medical attention immediately. Do not induce vomiting.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can pregnant women work in the field after spraying?,"Hello! Dear, we strongly advise pregnant women to avoid treated fields for at least 7 days after application.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe to eat vegetables sprayed yesterday?,"Dear, please wait the full 7-day withdrawal period before consuming sprayed vegetables. Safety is paramount!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,My child touched the sprayed plants — what should I do?,"Hello, I'm here! Dear, wash the child's hands and any exposed skin with soap and water immediately.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Will this harm my fish pond nearby?,"Dear, avoid spray drift toward water bodies — this product can be harmful to aquatic life. Create a buffer zone.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I spray this indoors for insect control?,"Hello! Dear, this product is for agricultural outdoor use only. Do not use indoors.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe for cats and dogs?,"Dear, keep pets away from treated areas until completely dry — at least 4–6 hours after application.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What protective equipment do I need?,"Hello, I'm here! Dear, wear gloves, a face mask, and long sleeves when mixing and applying. Rinse off after.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How long after spraying can I harvest the fruit?,"Dear, the withdrawal period is 7 days — do not harvest before then. Alright!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I spray this near a beehive?,"Hello! Dear, do not spray near beehives. Apply in early morning or evening to minimize bee exposure.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What if I accidentally got some in my eye?,"Dear, flush the eye with clean running water for 15–20 minutes immediately and seek medical help.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is the product flammable?,"Hello, I'm here! Dear, the product is not flammable, but store away from heat sources and direct sunlight.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What is the toxicity classification of this product?,"Dear, this product is low-toxicity (Class III). Always follow the label and use PPE regardless.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How should I dispose of empty containers?,"Hello! Dear, rinse the container three times, then dispose of at a designated agricultural waste site — do not burn.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I drink the mixed solution if it smells like herbs?,"Dear, absolutely not — this is a pesticide product and must never be consumed regardless of smell.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe to swim in the canal near my sprayed field?,"Hello, I'm here! Dear, please avoid swimming in water bodies near recently sprayed fields for at least 72 hours.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,My skin turned red after spraying without gloves. What should I do?,"Dear, wash the area with soap and water thoroughly. If irritation persists or worsens, seek medical attention.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can birds eat crops that have been recently sprayed?,"Hello! Dear, wild birds should not consume freshly sprayed crops. The 7-day period applies here as well.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe to spray near a school garden?,"Dear, please follow all safety guidelines and avoid spraying when children are present. Maintain a safe buffer zone.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What's the first aid for pesticide poisoning?,"Hello, I'm here! Dear, move to fresh air immediately, remove contaminated clothing, and call emergency services. Do not delay!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I use this on vegetables I sell at market?,"Dear, yes — as long as you observe the 7-day withdrawal period before harvest. This meets food safety standards.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe to apply this near drinking water sources?,"Hello! Dear, maintain at least 30 meters distance from any drinking water source when spraying.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How do I safely store leftover product?,"Dear, store in original container, tightly sealed, in a cool dry locked location away from food and children.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I use the same sprayer for food preparation?,"Hello, I'm here! Dear, never — keep your sprayer dedicated to pesticide use only. Wash thoroughly after each use.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is there a specific antidote for this pesticide?,"Dear, please take the product label to the hospital — doctors will determine the appropriate treatment.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,The product has a very strong smell. Is that dangerous?,"Hello! Dear, a strong smell indicates you should increase ventilation. Apply outdoors and wear a mask.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I spray this on plants I'm growing for tea?,"Dear, tea crops have strict safety standards. Please consult your local agricultural authority before applying.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe to water animals from a treated field?,"Hello, I'm here! Dear, do not let livestock graze or drink from treated areas within 7 days. Safety first!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What if rain washes the product into the road?,"Dear, at normal use levels this is low risk — the product dilutes significantly. No special action needed.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is this product banned in any countries?,"Hello! Dear, we recommend checking your local regulations. All our products comply with Chinese agricultural standards.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I spray this around my vegetable garden at home?,"Dear, yes — follow the standard ratio and observe the withdrawal period before consuming home-grown vegetables.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What if someone has an allergic reaction to this product?,"Hello, I'm here! Dear, stop exposure immediately, wash thoroughly, and seek medical attention. Bring the product label.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe to enter the greenhouse right after spraying?,"Dear, wait at least 2–4 hours before re-entering greenhouses, and ventilate well before entry.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can this product cause lung issues if inhaled?,"Hello! Dear, avoid inhaling the spray mist — wear a mask. Brief mild exposure is low risk but chronic inhalation should be avoided.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Are there any foods this product definitely cannot be used on?,"Dear, always check the registered crops on the label. Using on unregistered crops is not recommended.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What do I do with the mixed leftover solution?,"Hello, I'm here! Dear, spray leftover solution on registered crops or dispose of on bare soil far from water bodies.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can this product contaminate groundwater?,"Dear, when used at recommended rates it has low groundwater contamination risk. Avoid applying on sandy soil near wells.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe to harvest root vegetables after applying to the foliage?,"Hello! Dear, yes — foliar application has minimal transfer to roots, but still observe the 7-day period to be safe.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I use this near an organic farm next door?,"Dear, be mindful of spray drift — organic certification can be affected by pesticide contamination. Use buffer zones.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What happens if I apply double the dose?,"Hello, I'm here! Dear, double dose risks phytotoxicity to plants and is unnecessary. Stick to recommended rates.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is this product safe for bees if applied correctly?,"Dear, apply during early morning or late evening and avoid flowering crops to minimize bee exposure. Alright!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I spray this on medicinal herbs?,"Hello! Dear, medicinal herbs have strict safety requirements. Consult your local agricultural bureau before applying.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it safe to eat eggs from chickens that pecked at sprayed plants?,"Dear, keep poultry away from sprayed areas for 7 days. This prevents contamination of eggs and meat.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,The product got on my food accidentally — is it safe to eat?,"Hello, I'm here! Dear, discard the contaminated food immediately. Do not eat anything that has come into contact with pesticides.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,What is the re-entry interval after spraying?,"Dear, the re-entry interval is 4 hours for open fields and longer for enclosed spaces like greenhouses. Alright!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can children aged 10+ help with spraying?,"Hello! Dear, children should not handle or apply pesticides under any circumstances. Keep them away from the process.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is the product safe for earthworms and soil life?,"Dear, at recommended doses it has minimal impact on earthworms. Avoid overuse which can disrupt soil ecology.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Should I wear a respirator or a regular mask?,"Hello, I'm here! Dear, a standard agricultural face mask is sufficient for outdoor use. A respirator is needed in enclosed spaces.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I safely compost soil from a treated area?,"Dear, wait at least 30 days after the last application before composting treated soil. Alright!",cat4_safety_sensitive_real_EN.jsonl
